"Időbélyeg","1. Mă îngrijorează degradarea mediului natural, chiar și atunci când aceasta nu mă afectează în mod direct. (1 = deloc caracteristic pentru mine, 6 = complet caracteristic pentru mine) "," 2. Consider important ca deciziile mele să nu provoace daune celor din jurul meu sau generațiilor viitoare.
(1 = deloc caracteristic pentru mine, 6 = complet caracteristic pentru mine)  ","3.  Încerc să respect reguli și norme care servesc binele comunității sau al societății în ansamblu. 
(1 = deloc caracteristic pentru mine, 6 = complet caracteristic pentru mine)","4.  Consider important ca societatea să funcționeze în continuare în cadre sustenabile și stabile și în viitor. (1 = deloc caracteristic pentru mine, 6 = complet caracteristic pentru mine)","5. Ce se poate face cu un smartphone defect, care nu mai este utilizat? Bifează toate opțiunile pe care le consideri corecte! ","6. Ai auzit vreodată de termenul ""deșeuri electronice"" sau WEEE?","7. Ai participat vreodată la programe sau inițiative, inclusiv online, care oferă informații despre gestionarea corectă a deșeurilor electronice?","8. Dacă la întrebarea anterioară ai răspuns „nu”, ai participa cu plăcere la astfel de evenimente dacă ai avea ocazia? ","1. Cu ce frecvență înlocuiești următoarele dispozitive înainte ca acestea să se strice complet?  [Dispozitive mici]","1. Cu ce frecvență înlocuiești următoarele dispozitive înainte ca acestea să se strice complet?  [Dispozitive IT personale]","1. Cu ce frecvență înlocuiești următoarele dispozitive înainte ca acestea să se strice complet?  [Electrocasnice mari]","2. Ai cumpărat vreodată un dispozitiv second-hand sau recondiționat în următoarele categorii?  [Dispozitive mici]","2. Ai cumpărat vreodată un dispozitiv second-hand sau recondiționat în următoarele categorii?  [Dispozitive IT personale]","2. Ai cumpărat vreodată un dispozitiv second-hand sau recondiționat în următoarele categorii?  [Electrocasnice mari]","3. Dacă da, care a fost motivul principal? Răspunde doar pentru tipurile de dispozitive la care ai răspuns afirmativ la întrebarea anterioară! [Dispozitive mici]","3. Dacă da, care a fost motivul principal? Răspunde doar pentru tipurile de dispozitive la care ai răspuns afirmativ la întrebarea anterioară! [Dispozitive IT personale]","3. Dacă da, care a fost motivul principal? Răspunde doar pentru tipurile de dispozitive la care ai răspuns afirmativ la întrebarea anterioară! [Electrocasnice mari]","4. Dacă nu ai cumpărat second-hand, ce te-a descurajat? Răspunde doar pentru tipurile de dispozitive la care ai răspuns negativ la întrebarea anterioară! [Dispozitive mici]","4. Dacă nu ai cumpărat second-hand, ce te-a descurajat? Răspunde doar pentru tipurile de dispozitive la care ai răspuns negativ la întrebarea anterioară! [Dispozitive IT personale]","4. Dacă nu ai cumpărat second-hand, ce te-a descurajat? Răspunde doar pentru tipurile de dispozitive la care ai răspuns negativ la întrebarea anterioară! [Electrocasnice mari]","5. Ai folosit vreodată următoarele servicii? [Închirierea dispozitivelor electronice (ex: mașină de spălat contra cost lunar)]","5. Ai folosit vreodată următoarele servicii? [Utilizarea în comun (ex: bibliotecă de scule)]","6. Cât de deschis(ă) ai fi ca, în viitor, să închiriezi sau să folosești în comun un dispozitiv electronic în loc să îl deții?  [Dispozitive mici]","6. Cât de deschis(ă) ai fi ca, în viitor, să închiriezi sau să folosești în comun un dispozitiv electronic în loc să îl deții?  [Dispozitive IT personale]","6. Cât de deschis(ă) ai fi ca, în viitor, să închiriezi sau să folosești în comun un dispozitiv electronic în loc să îl deții?  [Electrocasnice mari]","7. Consideri important ca, la achiziționarea următoarelor dispozitive electronice, acestea să fie durabile sau ușor de reparat? [Dispozitive mici]","7. Consideri important ca, la achiziționarea următoarelor dispozitive electronice, acestea să fie durabile sau ușor de reparat? [Dispozitive IT personale]","7. Consideri important ca, la achiziționarea următoarelor dispozitive electronice, acestea să fie durabile sau ușor de reparat? [Electrocasnice mari]","1. Dacă un dispozitiv electronic se defectează, de obicei îl repari? [Dispozitive mici]","1. Dacă un dispozitiv electronic se defectează, de obicei îl repari? [Dispozitive IT personale]","1. Dacă un dispozitiv electronic se defectează, de obicei îl repari? [Electrocasnice mari]","2. Dacă nu repari un dispozitiv mic, care este de obicei motivul? ","3. Dacă nu repari un dispozitiv IT personal, care este de obicei motivul? ","4. Dacă nu repari un electrocasnic mare, care este de obicei motivul? ","5. Ce te-ar motiva cel mai mult să repari produsul în loc să îl înlocuiești? (se pot bifa maximum 2 răspunsuri)","6. Dacă un dispozitiv electronic se defectează, repari singur defecțiunile minore? ","7. În ce măsură ești dispus(ă) să continui să folosești un dispozitiv electronic după ce a fost complet reparat?  [Dispozitive mici]","7. În ce măsură ești dispus(ă) să continui să folosești un dispozitiv electronic după ce a fost complet reparat?  [Dispozitive IT personale]","7. În ce măsură ești dispus(ă) să continui să folosești un dispozitiv electronic după ce a fost complet reparat?  [Electrocasnice mari]","8. În ce măsură ești dispus(ă) să continui să folosești un dispozitiv electronic după ce a fost reparat, chiar dacă prezintă defecte minore (ex.: funcționare mai lentă, zgârieturi sau lovituri pe carcasă etc.)?  [Dispozitive mici]","8. În ce măsură ești dispus(ă) să continui să folosești un dispozitiv electronic după ce a fost reparat, chiar dacă prezintă defecte minore (ex.: funcționare mai lentă, zgârieturi sau lovituri pe carcasă etc.)?  [Dispozitive IT personale]","8. În ce măsură ești dispus(ă) să continui să folosești un dispozitiv electronic după ce a fost reparat, chiar dacă prezintă defecte minore (ex.: funcționare mai lentă, zgârieturi sau lovituri pe carcasă etc.)?  [Electrocasnice mari]","1. Dacă nu mai vrei să utilizezi un dispozitiv mic, ce se întâmplă de obicei cu acesta?","2. Dacă nu mai vrei să utilizezi un dispozitiv IT personal, ce se întâmplă de obicei cu acesta?","3. Dacă nu mai dorești să folosești un electrocasnic mare, ce se întâmplă de obicei cu acesta?","4. Știi unde se află cel mai apropiat punct de predare a deșeurilor electronice în zona ta de domiciliu?","5. Ce te-ar determina să duci dispozitivul la locul potrivit, în loc să îl păstrezi acasă sau să îl arunci la gunoi? (maxim 2 răspunsuri)","6. Ce te împiedică să predai dispozitivele de care nu mai ai nevoie? ","7. Ești dispus(ă) să faci mai mult în viitor pentru a asigura predarea corespunzătoare a echipamentelor tale electronice? 

(1 = deloc caracteristic pentru mine, 6 = complet caracteristic pentru mine)","Sexul:","Vârsta:","Cea mai înaltă calificare obținută: ","Ocupația actuală:","Loc de domiciliu: ","Venitul lunar net al gospodăriei (în euro):","Mărimea gospodăriei:"
"2026/04/16 8:48:25 du. GMT+3","5","5","5","6","Îl vând sau îl ofer cuiva care îl mai poate folosi;Îl păstrez într-un sertar, unde depozitez și alte dispozitive similare","Da","Nu","Da","4","4","2","Nu","Nu","Nu","","","","Îngrijorări legate de calitate","Îngrijorări legate de calitate","Îngrijorări legate de calitate","Nu","Da","2","2","2","6 = foarte mult","6 = foarte mult","6 = foarte mult","4","5","5","Costul reparației se apropie de prețul produsului nou;Nu găsesc un service de încredere","Costul reparației se apropie de prețul produsului nou","Costul reparației se apropie de prețul produsului nou","Cost redus de reparație;Proces mai convenabil (ex: service la domiciliu)","Da","6 = mereu","6 = mereu","6 = mereu","5","5","5","Îl ofer unui prieten;Îl predau la un punct de colectare specializat pentru deșeuri electronice","Îl păstrez acasă, nu îl arunc încă o perioadă;Îl ofer unui prieten","Îl ofer unui prieten;Îl predau la un punct de colectare specializat pentru deșeuri electronice","Da","Serviciu de ridicare de la domiciliu","Punctul de preadre este prea departe / greu de accesat","6","Bărbat","45 - 65 de ani","Masterat sau studii superioare (MA/MSc/PhD)","Antreprenor","Oraș mare (peste 100.000 de locuitori)","Peste 2.400 €","3-4 persoane"
"2026/04/20 10:07:24 de. GMT+3","6","6","6","6","Îl returnez în magazinul de unde l-am cumpărat;Îl vând sau îl ofer cuiva care îl mai poate folosi;Îl repar dacă este posibil, dacă este posibil;Îl predau la un operator de servicii mobile","Da","Nu","Poate","2","2","1 = niciodată","Nu","Nu","Nu","","","","Îngrijorări legate de calitate;Îngrijorări legate de igienă","Îngrijorări legate de calitate","Îngrijorări legate de calitate;Îngrijorări legate de igienă","Nu","Nu","1 = deloc","1 = deloc","1 = deloc","6 = foarte mult","6 = foarte mult","6 = foarte mult","4","4","6 = mereu","Costul reparației se apropie de prețul produsului nou;Procesul durează prea mult;Piesele nu sunt disponibile","Costul reparației se apropie de prețul produsului nou;Îngrijorări privind securitatea datelor","Procesul durează prea mult","Cost redus de reparație;Incentiv financiar (ex: reducere fiscală, rambursare);Proces mai convenabil (ex: service la domiciliu)","Da","6 = mereu","6 = mereu","6 = mereu","3","6 = mereu","6 = mereu","Îl predau la un punct de colectare specializat pentru deșeuri electronice","Îl păstrez acasă, nu îl arunc încă o perioadă;Îl duc înapoi la magazin sau la producător;Îl predau la un punct de colectare specializat pentru deșeuri electronice","Îl ofer unui prieten;Îl duc înapoi la magazin sau la producător;Îl predau la un punct de colectare specializat pentru deșeuri electronice","Da","Premiu financiar (similar cu cel pentru sticlele din plastic);Un punct de predare mai apropiat sau mai comod;Serviciu de ridicare de la domiciliu","Preocupări legate de securitatea datelor (pentru echipamente IT)","6","Femeie","45 - 65 de ani","Licență (BA/BSc)","Angajat","Oraș mare (peste 100.000 de locuitori)","1.601–2.400 €","2 persoane"
"2026/04/20 11:16:28 de. GMT+3","6","6","6","6","Îl repar dacă este posibil, dacă este posibil","Da","Da","Nu","2","2","2","Nu","Da","Nu","","Nu a fost important să fie nou","","Nu merita prețul","","Îngrijorări legate de calitate","Da","Da","1 = deloc","6 = foarte mult","1 = deloc","6 = foarte mult","6 = foarte mult","6 = foarte mult","6 = mereu","6 = mereu","6 = mereu","Costul reparației se apropie de prețul produsului nou","Piesele nu sunt disponibile","Piesele nu sunt disponibile","Conștientizare ecologică crescută","Da","6 = mereu","6 = mereu","6 = mereu","6 = mereu","6 = mereu","6 = mereu","Îl predau la un punct de colectare specializat pentru deșeuri electronice","Îl duc înapoi la magazin sau la producător","Îl predau la un punct de colectare specializat pentru deșeuri electronice","Nu","Serviciu de ridicare de la domiciliu","Punctul de preadre este prea departe / greu de accesat","6","Femeie","45 - 65 de ani","Masterat sau studii superioare (MA/MSc/PhD)","Angajat","Oraș mare (peste 100.000 de locuitori)","1.001–1.600 €","2 persoane"
"2026/04/20 11:45:05 de. GMT+3","6","6","6","6","Îl predau la un punct de colectare desemnat pentru deșeuri electrice;Îl returnez în magazinul de unde l-am cumpărat;Îl vând sau îl ofer cuiva care îl mai poate folosi;Îl repar dacă este posibil, dacă este posibil","Da","Da","Da","1 = niciodată","2","1 = niciodată","Nu","Nu","Da","","","Preț mai avantajos","Îngrijorări legate de igienă","Nu merita prețul","","Nu","Nu","1 = deloc","3","2","3","3","3","2","3","3","Costul reparației se apropie de prețul produsului nou;Nu găsesc un service de încredere;Procesul durează prea mult;Piesele nu sunt disponibile","Costul reparației se apropie de prețul produsului nou;Nu găsesc un service de încredere;Procesul durează prea mult;Piesele nu sunt disponibile","Costul reparației se apropie de prețul produsului nou;Nu găsesc un service de încredere;Procesul durează prea mult;Piesele nu sunt disponibile","Cost redus de reparație;Acces mai ușor la un service de încredere","Da","3","3","3","3","3","3","Îl predau la un punct de colectare specializat pentru deșeuri electronice","Îl predau la un punct de colectare specializat pentru deșeuri electronice","Îl duc înapoi la magazin sau la producător;Îl predau la un punct de colectare specializat pentru deșeuri electronice","Da","Un punct de predare mai apropiat sau mai comod;Serviciu de ridicare de la domiciliu","Preocupări legate de securitatea datelor (pentru echipamente IT)","6","Femeie","35 - 44 de ani","Masterat sau studii superioare (MA/MSc/PhD)","Angajat","Oraș mare (peste 100.000 de locuitori)","600–1.000 €","1 persoană (locuiesc singur)"
"2026/04/20 11:51:38 de. GMT+3","5","4","4","5","Îl vând sau îl ofer cuiva care îl mai poate folosi;Îl repar dacă este posibil, dacă este posibil;Îl păstrez într-un sertar, unde depozitez și alte dispozitive similare;Îl predau la un operator de servicii mobile","Da","Da","Da","3","3","1 = niciodată","Da","Da","Nu","Nu a fost important să fie nou","Din motive de mediu","Din motive de mediu","Nu știam unde;Nu merita prețul","","","Da","Da","4","4","4","3","4","6 = foarte mult","4","6 = mereu","6 = mereu","Costul reparației se apropie de prețul produsului nou;Procesul durează prea mult;Piesele nu sunt disponibile","Costul reparației se apropie de prețul produsului nou;Nu găsesc un service de încredere;Piesele nu sunt disponibile","Costul reparației se apropie de prețul produsului nou","Acces mai ușor la un service de încredere","Da","6 = mereu","6 = mereu","6 = mereu","6 = mereu","6 = mereu","6 = mereu","Îl păstrez acasă, nu îl arunc încă o perioadă;Îl ofer unui prieten;Îl duc înapoi la magazin sau la producător;Îl predau la un punct de colectare specializat pentru deșeuri electronice","Îl păstrez acasă, nu îl arunc încă o perioadă;Îl duc înapoi la magazin sau la producător;Îl predau la un punct de colectare specializat pentru deșeuri electronice","Îl vând pe platforme online de vânzare a produselor second-hand;Îl duc înapoi la magazin sau la producător;Îl predau la un punct de colectare specializat pentru deșeuri electronice","Da","Premiu financiar (similar cu cel pentru sticlele din plastic)","Nu știu unde se află un punct de predare apropiat","5","Femeie","35 - 44 de ani","Masterat sau studii superioare (MA/MSc/PhD)","Angajat","Oraș mare (peste 100.000 de locuitori)","1.001–1.600 €","3-4 persoane"
"2026/04/20 11:52:33 de. GMT+3","4","5","5","5","Îl păstrez într-un sertar, unde depozitez și alte dispozitive similare","Da","Nu","Nu","2","2","2","Nu","Nu","Nu","","","","Nu merita prețul","Îngrijorări legate de calitate","Îngrijorări legate de calitate","Nu","Nu","1 = deloc","1 = deloc","1 = deloc","3","3","3","2","2","2","Costul reparației se apropie de prețul produsului nou;Nu găsesc un service de încredere;Piesele nu sunt disponibile","Costul reparației se apropie de prețul produsului nou;Piesele nu sunt disponibile","Costul reparației se apropie de prețul produsului nou;Piesele nu sunt disponibile","Cost redus de reparație;Proces mai convenabil (ex: service la domiciliu)","Nu","3","3","3","2","2","2","Îl păstrez acasă, nu îl arunc încă o perioadă","Îl predau la un punct de colectare specializat pentru deșeuri electronice","Îl predau la un punct de colectare specializat pentru deșeuri electronice","Da","Serviciu de ridicare de la domiciliu","Punctul de preadre este prea departe / greu de accesat","4","Femeie","45 - 65 de ani","Masterat sau studii superioare (MA/MSc/PhD)","Angajat","Oraș mare (peste 100.000 de locuitori)","Nu doresc să răspund","3-4 persoane"
"2026/04/20 11:52:49 de. GMT+3","5","5","6","6","Îl predau la un punct de colectare desemnat pentru deșeuri electrice;Îl vând sau îl ofer cuiva care îl mai poate folosi;Îl repar dacă este posibil, dacă este posibil;Îl păstrez într-un sertar, unde depozitez și alte dispozitive similare","Da","Nu","Poate","2","5","2","Nu","Nu","Nu","","","","Îngrijorări legate de calitate","Îngrijorări legate de calitate","Îngrijorări legate de calitate","Nu","Nu","1 = deloc","1 = deloc","1 = deloc","6 = foarte mult","6 = foarte mult","6 = foarte mult","1 = niciodată","6 = mereu","6 = mereu","Costul reparației se apropie de prețul produsului nou","Piesele nu sunt disponibile","Costul reparației se apropie de prețul produsului nou;Piesele nu sunt disponibile","Cost redus de reparație;Conștientizare ecologică crescută","Da","5","6 = mereu","6 = mereu","5","5","5","Îl păstrez acasă, nu îl arunc încă o perioadă;Îl ofer unui prieten;Îl predau la un punct de colectare specializat pentru deșeuri electronice","Îl păstrez acasă, nu îl arunc încă o perioadă","Îl predau la un punct de colectare specializat pentru deșeuri electronice","Nu","Un punct de predare mai apropiat sau mai comod;Serviciu de ridicare de la domiciliu","Punctul de preadre este prea departe / greu de accesat","5","Femeie","35 - 44 de ani","Masterat sau studii superioare (MA/MSc/PhD)","Angajat","Oraș (20.000 - 100.000 de locuitori)","Nu doresc să răspund","2 persoane"
"2026/04/20 12:04:41 du. GMT+3","6","6","5","6","Îl predau la un punct de colectare desemnat pentru deșeuri electrice;Îl vând sau îl ofer cuiva care îl mai poate folosi;Îl repar dacă este posibil, dacă este posibil","Da","Nu","Poate","4","2","3","Nu","Da","Nu","","Preț mai avantajos","","Îngrijorări legate de calitate","","Îngrijorări legate de calitate","Nu","Nu","1 = deloc","1 = deloc","1 = deloc","6 = foarte mult","6 = foarte mult","6 = foarte mult","2","5","1 = niciodată","Costul reparației se apropie de prețul produsului nou","Procesul durează prea mult","Costul reparației se apropie de prețul produsului nou","Cost redus de reparație","Nu","6 = mereu","6 = mereu","5","4","5","4","Îl păstrez acasă, nu îl arunc încă o perioadă","Îl păstrez acasă, nu îl arunc încă o perioadă","Îl păstrez acasă, nu îl arunc încă o perioadă","Nu","Un punct de predare mai apropiat sau mai comod;Serviciu de ridicare de la domiciliu","Punctul de preadre este prea departe / greu de accesat","6","Femeie","35 - 44 de ani","Masterat sau studii superioare (MA/MSc/PhD)","Angajat","Oraș mare (peste 100.000 de locuitori)","1.601–2.400 €","3-4 persoane"
"2026/04/20 2:08:20 du. GMT+3","5","5","6","6","Îl predau la un punct de colectare desemnat pentru deșeuri electrice;Îl predau la un operator de servicii mobile","Da","Da","Da","2","2","2","Nu","Nu","Nu","","","","Îngrijorări legate de calitate","Îngrijorări legate de calitate","Îngrijorări legate de calitate","Nu","Nu","1 = deloc","1 = deloc","1 = deloc","6 = foarte mult","6 = foarte mult","6 = foarte mult","1 = niciodată","1 = niciodată","1 = niciodată","Costul reparației se apropie de prețul produsului nou;Nu găsesc un service de încredere","Costul reparației se apropie de prețul produsului nou;Îngrijorări privind securitatea datelor","Costul reparației se apropie de prețul produsului nou;Nu găsesc un service de încredere","Cost redus de reparație;Acces mai ușor la un service de încredere","Nu","3","3","3","3","3","3","Îl păstrez acasă, nu îl arunc încă o perioadă;Îl predau la un punct de colectare specializat pentru deșeuri electronice","Îl păstrez acasă, nu îl arunc încă o perioadă;Îl predau la un punct de colectare specializat pentru deșeuri electronice","Îl predau la un punct de colectare specializat pentru deșeuri electronice","Nu","Un punct de predare mai apropiat sau mai comod;Serviciu de ridicare de la domiciliu","Preocupări legate de securitatea datelor (pentru echipamente IT)","5","Bărbat","45 - 65 de ani","Masterat sau studii superioare (MA/MSc/PhD)","Angajat","Oraș mare (peste 100.000 de locuitori)","1.601–2.400 €","2 persoane"
"2026/04/20 2:36:48 du. GMT+3","6","6","5","5","Îl predau la un punct de colectare desemnat pentru deșeuri electrice;Îl returnez în magazinul de unde l-am cumpărat;Îl vând sau îl ofer cuiva care îl mai poate folosi;Îl predau la un operator de servicii mobile","Da","Da","Da","2","2","1 = niciodată","Da","Nu","Nu","Nu a fost important să fie nou","","","","Îngrijorări legate de calitate","Îngrijorări legate de calitate","Nu","Nu","1 = deloc","2","1 = deloc","3","3","4","3","3","4","Costul reparației se apropie de prețul produsului nou","Costul reparației se apropie de prețul produsului nou","Costul reparației se apropie de prețul produsului nou;Nu găsesc un service de încredere","Cost redus de reparație;Acces mai ușor la un service de încredere","Nu","4","4","4","3","3","4","Îl ofer unui prieten;Îl predau la un punct de colectare specializat pentru deșeuri electronice","Îl păstrez acasă, nu îl arunc încă o perioadă;Îl ofer unui prieten","Îl predau la un punct de colectare specializat pentru deșeuri electronice","Da","Serviciu de ridicare de la domiciliu","Nu consider acest lucru important","4","Femeie","45 - 65 de ani","Masterat sau studii superioare (MA/MSc/PhD)","Angajat","Oraș mare (peste 100.000 de locuitori)","Peste 2.400 €","3-4 persoane"
